id,movie_id,actor_id
126854,10719,6284
143487,1072,113
57270,1072,29
171079,1072,313
115057,1072,354
28052,1072,536
86284,1072,634
40076,10721,136
155033,10721,1519
10655,10721,1972
98187,10721,3873
69240,10721,3879
126856,10721,833
74885,10722,15518
103722,10722,21068
45843,10722,221
16598,10722,265
132275,10722,2724
160219,10722,9439
165481,10723,26164
22197,10723,4007
51423,10723,489
80455,10723,524
109257,10723,5642
137729,10723,7093
12497,10724,4066
155036,10725,3591
98190,10725,4057
10659,10725,4067
126859,10725,4068
69243,10725,7888
40079,10725,848
132553,10726,18283
16881,10726,195
160487,10726,2226
75167,10726,2585
104003,10726,5736
46125,10726,9958
109775,10728,21069
138245,10728,26662
80973,10728,3125
165989,10728,32420
22717,10728,4068
51943,10728,7637
114444,1073,12624
85668,1073,12725
170491,1073,23675
142882,1073,23810
56653,1073,421
27435,1073,703
116164,10730,21070
172147,10730,26663
29170,10730,4069
87397,10730,9959
109712,10731,21071
22654,10731,2234
165929,10731,32421
51880,10731,3857
138183,10731,4098
80910,10731,6050
74691,10732,6073
16402,10732,669
45649,10732,9960
10667,10733,4070
69251,10733,443
40087,10733,503
155043,10733,6083
98197,10733,9650
126866,10733,9861
102077,10735,13261
73228,10735,13347
44179,10735,1894
130646,10735,26664
14928,10735,520
155045,10736,1593
40090,10736,3449
69254,10736,3625
10670,10736,460
126869,10736,4722
98200,10736,614
69255,10737,15519
126870,10737,26665
155046,10737,32422
98201,10737,9439
10671,10737,944
40091,10737,9588
79067,1074,12726
107882,1074,18236
136373,1074,23811
164185,1074,29470
50034,1074,5302
20805,1074,636
10674,10740,1087
155049,10740,13517
126873,10740,2966
98204,10740,516
69258,10740,9419
40094,10740,9961
69259,10741,1074
126874,10741,108
155050,10741,1822
98205,10741,2294
40095,10741,3515
10675,10741,4071
155054,10745,19910
126878,10745,26666
69263,10745,2722
40099,10745,3983
10679,10745,416
98209,10745,9403
109445,10746,1060
165665,10746,1113
22387,10746,1277
137917,10746,34
51613,10746,3519
80643,10746,5236
69266,10748,11528
40102,10748,1264
126881,10748,26667
155057,10748,32423
10682,10748,4072
98212,10748,9470
114687,10749,1548
56898,10749,1663
143122,10749,19886
27680,10749,2005
170723,10749,32424
85912,10749,5881
77704,1075,12727
48667,1075,25
162886,1075,29471
19432,1075,598
106527,1075,795
135039,1075,9965
69270,10752,15520
98216,10752,21072
126885,10752,26668
155061,10752,3488
10686,10752,3988
40106,10752,9962
85637,10754,11666
170462,10754,17305
114413,10754,1865
27404,10754,3435
56622,10754,676
142851,10754,7335
12511,10755,1539
99735,10755,21073
41782,10755,3681
70854,10755,3946
72187,10756,15521
157656,10756,3894
13880,10756,4073
101048,10756,5325
129624,10756,6445
43134,10756,9963
98223,10759,12778
69277,10759,15522
10693,10759,204
40113,10759,3201
155067,10759,6838
126891,10759,9924
86058,1076,1115
114833,1076,18237
170863,1076,18648
143266,1076,23812
57044,1076,6772
27826,1076,704
85529,10760,15523
114305,10760,21074
142743,10760,26669
170355,10760,32425
27296,10760,4074
56514,10760,9964
51496,10763,1154
109329,10763,11666
80527,10763,1723
137801,10763,26670
165553,10763,32426
22270,10763,47
69282,10764,1153
98228,10764,20716
155072,10764,23260
126896,10764,26671
40118,10764,3563
10698,10764,4075
144082,10765,1415
115656,10765,14658
28655,10765,3125
86885,10765,3518
171655,10765,533
57872,10765,9965
40121,10767,1337
69285,10767,1420
98231,10767,21075
126899,10767,26672
155075,10767,32427
10701,10767,3490
166024,1077,20579
138281,1077,23813
51980,1077,3414
81010,1077,376
109811,1077,3796
22754,1077,705
83282,10770,15524
112069,10770,21076
140524,10770,26673
25040,10770,4076
168208,10770,7769
54262,10770,9966
134185,10771,15272
76835,10771,1985
105659,10771,21077
162057,10771,26446
47796,10771,3556
18558,10771,386
142039,10774,10989
113600,10774,1291
169665,10774,16982
55804,10774,328
26585,10774,3397
84822,10774,9817
126907,10775,20869
10709,10775,2669
98239,10775,3169
155083,10775,4760
69293,10775,9788
40129,10775,9967
69294,10776,15525
98240,10776,21078
126908,10776,26674
155084,10776,32428
10710,10776,4077
40130,10776,9968
79933,10777,15526
108739,10777,21079
137222,10777,26675
165000,10777,32429
21674,10777,4078
50901,10777,9969
76737,10778,172
105561,10778,1754
161966,10778,23381
47698,10778,52
134091,10778,819
18460,10778,963
43076,1078,231
157599,1078,5759
13822,1078,706
129566,1078,910
100990,1078,948
72129,1078,9736
99978,10784,11327
156617,10784,22282
128561,10784,26676
71113,10784,3647
12799,10784,393
42054,10784,9970
142853,10785,11637
27406,10785,1972
85639,10785,4039
114415,10785,6183
56624,10785,9713
72166,10788,15527
13859,10788,4079
43113,10788,4614
157636,10788,6498
129603,10788,7499
101027,10788,87
69307,10789,15528
98253,10789,21080
155096,10789,22453
126921,10789,26677
10723,10789,3576
40143,10789,9971
112909,1079,10136
169006,1079,12601
84127,1079,2044
25888,1079,456
55108,1079,6617
141355,1079,7140
156412,10790,1099
70862,10790,15529
128337,10790,17181
99743,10790,21081
12524,10790,397
41793,10790,9972
83575,10792,15530
112360,10792,21082
168493,10792,3506
25334,10792,4080
140811,10792,9907
54555,10792,9973
69311,10793,15531
10727,10793,2275
126925,10793,26678
40147,10793,5867
98257,10793,6348
155100,10793,6432
80825,10797,10761
165844,10797,15426
138098,10797,22128
22569,10797,4081
109627,10797,7829
51795,10797,9974
114811,10798,21083
86036,10798,219
170842,10798,3040
57022,10798,3074
27804,10798,4082
143244,10798,7708
131330,10799,20805
15629,10799,4083
44878,10799,5251
102768,10799,5791
73923,10799,9385
159303,10799,9760
23545,108,1
27185,108,1047
166782,108,12166
108140,108,12762
64763,108,13704
52768,108,1402
85420,108,14816
35590,108,1588
93723,108,19194
6154,108,1970
114196,108,23446
122417,108,24774
170246,108,25955
139053,108,28955
142634,108,29070
150662,108,29877
136631,108,3511
81792,108,3885
110588,108,471
50297,108,545
79330,108,6403
164429,108,7015
56404,108,9198
21068,108,98
117503,1080,1226
30530,1080,2761
145910,1080,2966
1074,1080,429
59741,1080,5827
88746,1080,6179
57649,10801,1061
143862,10801,13614
86663,10801,156
115435,10801,2211
171445,10801,32414
28431,10801,779
129377,10803,12035
100799,10803,21084
13630,10803,2184
157414,10803,32430
71937,10803,338
42884,10803,908
10738,10804,1439
98268,10804,14725
69322,10804,15532
155111,10804,23434
40158,10804,3107
126936,10804,9193
10739,10805,1517
69323,10805,15533
155112,10805,18202
40159,10805,3818
126937,10805,422
98269,10805,6075
103528,10806,1305
16401,10806,1354
144329,10806,15430
87139,10806,17876
171895,10806,18590
132082,10806,22453
115907,10806,2498
160032,10806,3300
28911,10806,3308
58127,10806,4056
45648,10806,5371
74690,10806,5673
162921,10807,12024
19470,10807,1861
77740,10807,3432
106563,10807,3771
48704,10807,5522
135075,10807,5885
139049,1081,1285
23541,1081,171
110584,1081,309
81788,1081,3663
166778,1081,666
52764,1081,797
10744,10810,1415
98274,10810,15086
126942,10810,16648
40164,10810,3331
155117,10810,3773
69328,10810,9396
69333,10815,15534
126947,10815,26679
40169,10815,3308
155122,10815,368
10749,10815,736
98279,10815,9392
24346,10817,1171
139845,10817,12572
167550,10817,20272
82593,10817,3451
53569,10817,3623
111386,10817,6617
76942,10819,1170
47903,10819,1760
134291,10819,26680
162159,10819,30358
18665,10819,4084
105766,10819,5969
139273,1082,115
52989,1082,130
23766,1082,195
82013,1082,496
166995,1082,839
110809,1082,899
10754,10820,4085
69338,10820,5138
98284,10820,5300
126952,10820,6502
155127,10820,7215
40174,10820,9975
83190,10822,1663
54170,10822,1767
140433,10822,3009
24947,10822,4086
168119,10822,5759
111977,10822,6943
79004,10823,15535
136312,10823,23003
20742,10823,3643
107819,10823,7577
49971,10823,7807
164124,10823,9961
126956,10824,13293
69342,10824,15536
155131,10824,16791
98288,10824,21085
10758,10824,4087
40178,10824,9976
80976,10827,15537
109777,10827,21086
138247,10827,26681
165991,10827,29007
22720,10827,4088
51946,10827,9977
137021,10828,11742
21466,10828,1506
108534,10828,21087
50694,10828,6143
79727,10828,7115
164802,10828,9403
69347,10829,15430
155136,10829,32431
10763,10829,4089
98293,10829,5718
126961,10829,7334
40183,10829,9978
116041,1083,1691
172025,1083,29472
29046,1083,369
144461,1083,699
58262,1083,7134
87274,1083,92
170881,10830,12103
86077,10830,15356
143284,10830,1700
114852,10830,288
27845,10830,3515
57063,10830,9979
69349,10831,1445
126963,10831,15551
155138,10831,32432
98295,10831,3672
10765,10831,631
40185,10831,797
78211,10834,1494
163370,10834,32433
19945,10834,4090
135534,10834,8837
107031,10834,9544
49177,10834,9980
98300,10836,15395
155143,10836,23695
126968,10836,3637
69354,10836,3672
10770,10836,485
40190,10836,945
84608,10837,1926
141827,10837,255
26371,10837,4091
55590,10837,5391
113386,10837,6690
169458,10837,7588
139967,10839,11912
82717,10839,15538
167666,10839,23844
24471,10839,380
111508,10839,749
53694,10839,767
30534,1084,1142
1078,1084,119
59745,1084,12728
145914,1084,23981
88750,1084,2617
117507,1084,9904
42690,10840,1090
129185,10840,11796
100606,10840,12836
13436,10840,223
157226,10840,32434
71744,10840,5580
85910,10841,12349
114685,10841,21088
143120,10841,26682
170721,10841,32435
27678,10841,4092
56896,10841,9981
170086,10842,15192
85255,10842,1643
56239,10842,1737
27020,10842,252
114032,10842,41
142471,10842,898
10777,10843,1061
40197,10843,1650
126975,10843,25789
98307,10843,5129
155150,10843,6750
69361,10843,7028
80908,10844,1107
109710,10844,3960
138181,10844,4123
165927,10844,495
22652,10844,601
51878,10844,6826
155152,10845,10510
98309,10845,1240
10779,10845,1428
69363,10845,6683
126977,10845,9709
40199,10845,9982
98311,10847,1263
40201,10847,1362
69365,10847,15539
126979,10847,26683
155154,10847,32436
10781,10847,470
55588,10848,1279
141825,10848,13609
169456,10848,16796
26369,10848,297
113384,10848,3445
84606,10848,499
115307,1085,229
143735,1085,23244
86535,1085,272
171323,1085,2819
28303,1085,30
57521,1085,7135
69368,10850,13475
40204,10850,1760
98314,10850,21089
126982,10850,26684
155157,10850,32437
10784,10850,4093
73126,10852,15092
44077,10852,3720
14826,10852,4094
130545,10852,6723
101975,10852,9327
158540,10852,9702
10788,10854,21
40208,10854,429
98318,10854,493
126986,10854,5703
69372,10854,780
155161,10854,9382
126987,10855,15212
10789,10855,194
98319,10855,3558
69373,10855,3946
155162,10855,8141
40209,10855,817
75713,10858,14989
133089,10858,26685
161005,10858,32438
46673,10858,464
17429,10858,768
104545,10858,7755
155165,10859,13104
10793,10859,3317
98323,10859,3488
126991,10859,7224
69377,10859,915
40213,10859,959
144703,1086,13337
58505,1086,1490
172259,1086,5665
116283,1086,649
29289,1086,707
87516,1086,9454
22723,10861,161
109780,10861,21090
138250,10861,26686
51949,10861,499
80979,10861,6829
165994,10861,9036
155169,10863,17848
69381,10863,3440
10797,10863,3485
98327,10863,3896
40217,10863,4067
126995,10863,9808
155170,10864,1305
98328,10864,17396
10798,10864,1894
69382,10864,3687
126996,10864,5542
40218,10864,9983
27703,10865,1098
114710,10865,21091
143145,10865,24323
170746,10865,32439
85935,10865,6175
56921,10865,9984
55917,10866,143
84935,10866,1556
142152,10866,169
169776,10866,1931
26698,10866,390
113713,10866,590
69385,10867,15540
98331,10867,21092
155173,10867,32440
126999,10867,3563
10801,10867,4095
40221,10867,9985
127001,10869,19993
98333,10869,21093
155175,10869,24096
10803,10869,4096
69387,10869,5621
40223,10869,9986
32720,1087,1028
119666,1087,2220
3267,1087,338
61924,1087,531
90919,1087,5610
98336,10872,14929
69390,10872,3307
10806,10872,3494
127004,10872,682
155178,10872,7727
40226,10872,904
75519,10874,205
104352,10874,21094
132897,10874,26687
160821,10874,6829
17235,10874,817
46479,10874,915
10810,10876,1061
155182,10876,12484
98340,10876,12766
69394,10876,1444
127008,10876,2226
40230,10876,5481
69396,10878,15086
127010,10878,16648
155184,10878,20636
40232,10878,3773
10812,10878,531
98342,10878,9396
28469,10879,1578
143898,10879,18212
57687,10879,312
115472,10879,3423
86701,10879,6164
171479,10879,6191
17948,1088,214
133594,1088,23814
105057,1088,2846
161494,1088,29473
76228,1088,6110
47189,1088,7136
72594,10881,15541
101449,10881,21095
158044,10881,32441
130024,10881,4039
14289,10881,4097
43542,10881,9987
113362,10883,11716
169435,10883,11861
26347,10883,1583
141803,10883,26688
84584,10883,4909
55566,10883,9988
52893,10884,1070
139177,10884,1084
166903,10884,11840
81917,10884,13303
110713,10884,20495
23670,10884,747
81054,10885,15542
109855,10885,21096
138325,10885,26689
166067,10885,32442
22801,10885,4098
52027,10885,6224
73560,10887,15543
130972,10887,18038
15264,10887,4099
158957,10887,7215
102406,10887,9133
44514,10887,9989
17182,10888,3637
46426,10888,4560
75467,10888,6364
144781,1089,1434
87595,1089,227
58584,1089,362
172333,1089,5446
29368,1089,708
116361,1089,724
104081,10890,12462
132629,10890,26690
160562,10890,32443
75246,10890,5877
16960,10890,790
46204,10890,9990
155195,10891,1012
127021,10891,1318
69408,10891,15544
98353,10891,2398
10825,10891,35
40244,10891,9991
71190,10893,12129
100055,10893,20771
156692,10893,32444
12876,10893,4100
128637,10893,4153
42131,10893,9992
72331,10894,15545
101191,10894,21097
129767,10894,26691
157797,10894,32445
14024,10894,4101
43278,10894,9993
81223,10895,10042
166233,10895,14935
110024,10895,14957
138492,10895,15247
22974,10895,30
52198,10895,3989
144486,10896,2226
116066,10896,3368
87299,10896,345
58287,10896,399
29071,10896,4102
172050,10896,9991
51255,10897,242
80287,10897,3440
165321,10897,376
109090,10897,556
137564,10897,670
22028,10897,706
40251,10898,2724
69415,10898,3831
155202,10898,3981
10832,10898,543
98360,10898,753
127028,10898,8089
100750,10899,11421
157367,10899,18145
13581,10899,452
42835,10899,6096
129329,10899,7015
71888,10899,7609
87792,109,17915
58782,109,256
116558,109,5700
29567,109,58
144977,109,9733
108,109,99
153018,1090,11523
37996,1090,3894
124799,1090,5698
8567,1090,709
96120,1090,7215
67166,1090,9379
10834,10900,162
98362,10900,21098
127030,10900,26692
155204,10900,32446
69417,10900,7131
40253,10900,9994
81191,10902,1256
138460,10902,26693
166201,10902,3702
22942,10902,524
52166,10902,5625
109992,10902,6647
40256,10903,1187
155207,10903,3637
10837,10903,4103
98365,10903,416
69420,10903,575
127033,10903,733
28585,10904,1312
86816,10904,15546
115587,10904,21099
144013,10904,26694
171590,10904,32447
57803,10904,9995
56204,10905,1225
85220,10905,194
113997,10905,3426
26985,10905,3490
142436,10905,3650
170052,10905,906
46167,10906,1042
104045,10906,11103
132595,10906,2733
160529,10906,3408
16923,10906,4104
75209,10906,6641
74682,10908,15547
45640,10908,1659
103520,10908,3753
132074,10908,4009
16392,10908,4105
160024,10908,5445
135326,10909,1055
77999,10909,1471
106819,10909,1900
163167,10909,26132
48964,10909,4052
19730,10909,4106
67178,1091,12729
153030,1091,29474
96132,1091,4446
38008,1091,5106
8579,1091,710
124811,1091,952
98373,10911,12255
40264,10911,1559
127041,10911,208
155215,10911,3506
10845,10911,372
69428,10911,376
98377,10915,11464
40268,10915,1600
155219,10915,2557
10849,10915,4107
127045,10915,8423
69432,10915,9556
72854,10917,1226
101705,10917,2624
14552,10917,4108
43803,10917,4722
130278,10917,6823
158282,10917,7529
27225,10918,2053
114235,10918,21100
142673,10918,3449
85459,10918,5380
170285,10918,560
56443,10918,9996
86828,10919,15548
28597,10919,3324
115599,10919,3723
171602,10919,5955
144025,10919,9447
57815,10919,9997
143516,1092,11188
171108,1092,29475
115086,1092,3354
57299,1092,3519
86313,1092,648
28081,1092,711
69437,10920,15549
98382,10920,21101
127049,10920,26695
155223,10920,32448
10854,10920,4109
40273,10920,9998
164528,10921,18831
79434,10921,3485
108244,10921,3555
21172,10921,3668
50401,10921,4045
136735,10921,6470
10857,10923,1086
98385,10923,1116
127052,10923,1539
40276,10923,484
155226,10923,509
69440,10923,9624
114278,10926,13382
85502,10926,15550
142716,10926,18269
170328,10926,32449
27268,10926,4110
56486,10926,9999
69444,10927,15551
40280,10927,3511
98389,10927,4002
10861,10927,607
155230,10927,6403
127056,10927,7
57777,10928,10000
115561,10928,21102
143987,10928,26696
171565,10928,32450
28559,10928,4111
86790,10928,6650
40282,10929,10001
69446,10929,15552
155232,10929,17062
127058,10929,24564
10863,10929,4112
98391,10929,548
86659,1093,104
143858,1093,1515
115431,1093,158
28427,1093,164
57645,1093,303
171442,1093,9199
69447,10930,12735
26607,10930,163
113622,10930,1887
169687,10930,2086
155233,10930,2109
142061,10930,27531
84844,10930,3385
98392,10930,3619
55826,10930,362
10864,10930,4113
40283,10930,5920
127059,10930,9008
40285,10932,10002
155235,10932,11091
69449,10932,15553
98394,10932,21103
127061,10932,26697
10866,10932,4114
40286,10933,1199
69450,10933,13525
98395,10933,15753
127062,10933,26698
155236,10933,32451
10867,10933,4115
40287,10934,10003
69451,10934,15554
155237,10934,32452
10868,10934,4116
98396,10934,6647
127063,10934,9395
69454,10937,1691
127066,10937,21022
40290,10937,3471
10871,10937,585
155239,10937,7393
98399,10937,7588
110354,1094,17882
81555,1094,447
166555,1094,6841
23308,1094,712
138821,1094,7131
52531,1094,7137
27554,10940,1061
142999,10940,1285
170607,10940,32453
85786,10940,446
56772,10940,86
114562,10940,9580
86387,10941,15555
115160,10941,21104
143590,10941,26699
171180,10941,28587
28155,10941,3984
57373,10941,9895
116060,10942,12116
58281,10942,12201
144480,10942,1271
87293,10942,16849
98404,10942,21105
69459,10942,2382
127071,10942,26700
10876,10942,4117
29065,10942,6386
172044,10942,6557
40295,10942,7280
45772,10943,10004
74814,10943,15556
103651,10943,21106
132204,10943,26701
160150,10943,32454
16527,10943,862
44866,10944,1643
131318,10944,16717
102756,10944,16949
73911,10944,2755
15617,10944,2966
159291,10944,6253
10882,10948,2177
98410,10948,2382
69465,10948,2525
155249,10948,2863
40301,10948,745
127077,10948,8740
69466,10949,15134
98411,10949,21107
127078,10949,26702
155250,10949,32455
10883,10949,4118
40302,10949,4573
67183,1095,1096
153035,1095,1099
96137,1095,18238
124816,1095,3492
38013,1095,3546
8584,1095,713
69467,10950,15557
98412,10950,21108
127079,10950,26703
155251,10950,32456
40303,10950,3300
10884,10950,4119
51547,10952,10005
109379,10952,13974
137851,10952,26704
80577,10952,2768
22321,10952,415
69470,10953,11040
98415,10953,21109
40306,10953,3488
155253,10953,933
127082,10953,9577
10887,10953,989
40307,10954,2406
69471,10954,3307
10888,10954,3494
98416,10954,3555
155254,10954,9395
127083,10954,942
19901,10956,108
49133,10956,1225
135492,10956,1848
163331,10956,28475
106988,10956,3741
78168,10956,959
127087,10958,20640
155258,10958,32457
98420,10958,3960
69475,10958,3967
40311,10958,7116
10892,10958,776
41857,10959,1187
70924,10959,1406
156458,10959,1600
12594,10959,4120
128388,10959,454
99798,10959,768
93981,1096,13233
150916,1096,14579
6413,1096,275
65021,1096,3020
35848,1096,31
122674,1096,9170
131441,10960,12316
44993,10960,3436
15744,10960,3793
159411,10960,5503
74038,10960,7529
102882,10960,9091
48965,10963,10006
78000,10963,15558
135327,10963,1650
106820,10963,19200
19731,10963,3399
163168,10963,6057
170170,10965,1025
27105,10965,1515
56324,10965,3327
114117,10965,41
142556,10965,491
85340,10965,5908
115295,10967,1600
171311,10967,167
57509,10967,386
86523,10967,5552
143723,10967,690
28291,10967,91
56261,10968,10007
114054,10968,11425
170107,10968,11682
85277,10968,1993
27042,10968,4121
142493,10968,6674
171285,1097,18045
86494,1097,237
115266,1097,472
143696,1097,5317
28262,1097,55
57480,1097,6491
56631,10970,10008
142860,10970,15189
114422,10970,21110
170470,10970,32458
27413,10970,4122
85646,10970,5303
155271,10971,14925
10905,10971,204
98433,10971,3983
127100,10971,6498
69488,10971,6950
40324,10971,9808
69489,10972,15101
98434,10972,21111
155272,10972,30727
40325,10972,3367
10906,10972,4123
127101,10972,922
40326,10973,10009
69490,10973,15559
98435,10973,1994
127102,10973,26705
155273,10973,32459
10907,10973,4124
40327,10974,10010
155274,10974,10044
127103,10974,23692
69491,10974,3470
10908,10974,4125
98436,10974,9400
19375,10975,1279
134982,10975,15326
77647,10975,1667
106470,10975,21112
48610,10975,679
162830,10975,8141
104217,10977,11954
17098,10977,4126
160690,10977,5297
75383,10977,7231
46342,10977,9567
132763,10977,9933
40331,10978,10011
127107,10978,1154
98440,10978,3027
155278,10978,32460
69495,10978,4126
10912,10978,4127
114887,1098,18239
86113,1098,2126
170914,1098,29476
143318,1098,5308
57099,1098,7138
27881,1098,714
70934,10980,15560
99806,10980,21113
128396,10980,26706
156466,10980,4102
12606,10980,4128
41867,10980,747
155281,10981,12018
69498,10981,15561
127110,10981,17088
98443,10981,21114
10915,10981,4129
40334,10981,51
40337,10984,10012
155284,10984,12286
69501,10984,15089
127113,10984,26707
98446,10984,2963
10918,10984,70
114962,10985,1341
86188,10985,15562
170987,10985,17109
57174,10985,3519
143393,10985,3917
27956,10985,450
73708,10988,10655
44663,10988,1121
159095,10988,1593
15413,10988,4130
102554,10988,8861
131117,10988,975
40342,10989,10013
98451,10989,21115
127118,10989,26708
10923,10989,4131
155289,10989,5569
69506,10989,9338
96145,1099,1468
38021,1099,1643
153043,1099,21808
124824,1099,23815
67191,1099,5314
8592,1099,715
142116,10990,11053
26662,10990,1200
113677,10990,3233
55881,10990,417
84899,10990,5745
169741,10990,790
135519,10991,1271
19930,10991,273
163356,10991,32461
78196,10991,5535
107016,10991,5898
49162,10991,74
51709,10992,10014
109541,10992,3728
80739,10992,3784
22483,10992,3787
12588,10992,5151
138012,10992,6943
165758,10992,7053
10927,10993,3
127122,10993,514
98455,10993,582
40346,10993,6774
69510,10993,6836
155293,10993,9920
10928,10994,104
127123,10994,12599
155294,10994,15333
69511,10994,544
98456,10994,6083
40347,10994,7444
144299,10995,12439
87105,10995,1643
171865,10995,32462
28876,10995,499
58093,10995,5961
115874,10995,7197
169584,10997,20418
84735,10997,2585
113513,10997,300
141954,10997,3576
55717,10997,3581
26498,10997,9
69515,10998,134
155298,10998,24462
10932,10998,4132
40351,10998,583
98460,10998,6744
127127,10998,9157
12987,11,11
156797,11,12567
42242,11,1487
128744,11,23480
71299,11,294
100163,11,87
80797,110,1559
138070,110,23511
22541,110,27
165816,110,29143
109599,110,376
51767,110,779
144344,1100,1104
87154,1100,12730
115922,1100,13014
28926,1100,148
171910,1100,2158
58142,1100,2693
40353,11000,1594
155300,11000,32463
69517,11000,3677
127129,11000,557
10934,11000,631
98462,11000,6720
142126,11001,26709
169751,11001,31986
113687,11001,3651
26672,11001,4133
55891,11001,6698
84909,11001,984
40355,11002,2927
127131,11002,4011
10936,11002,4134
69519,11002,730
98464,11002,93
155302,11002,9638
40356,11003,1886
155303,11003,24466
127132,11003,3697
10937,11003,4135
69520,11003,5270
98465,11003,7755
40357,11004,10015
69521,11004,15563
98466,11004,21116
127133,11004,26710
155304,11004,32464
10938,11004,4136
58194,11005,10016
144396,11005,14627
171961,11005,14739
28978,11005,1614
87206,11005,3199
115974,11005,726
40359,11006,1600
98468,11006,1729
127135,11006,26711
155306,11006,3633
69523,11006,375
10940,11006,768
155307,11007,15426
10941,11007,397
69524,11007,52
40360,11007,6295
98469,11007,7097
127136,11007,822
170283,1101,14635
114233,1101,14827
85457,1101,2747
56441,1101,3024
27223,1101,716
142671,1101,7647
49199,11010,10017
107052,11010,11840
163391,11010,32465
78233,11010,3394
19967,11010,4137
135555,11010,6606
40365,11012,10018
69529,11012,11031
155312,11012,20689
10946,11012,4138
98474,11012,5779
127141,11012,6720
131051,11013,11667
159033,11013,15527
102487,11013,3330
44595,11013,3519
73641,11013,37
15345,11013,640
40367,11014,10019
127143,11014,12855
69531,11014,15564
98476,11014,21117
10948,11014,4139
155314,11014,4363
168387,11018,12032
140704,11018,20472
112253,11018,3709
54448,11018,720
25227,11018,74
83468,11018,7580
10953,11019,1329
155319,11019,22773
98481,11019,3452
40372,11019,4079
127148,11019,7309
69536,11019,9542
78990,1102,12731
107805,1102,18240
136298,1102,23816
164111,1102,29477
49957,1102,7139
20728,1102,717
80879,11022,15565
138152,11022,26712
165898,11022,31984
22623,11022,532
109681,11022,7161
51849,11022,9170
26675,11024,112
169754,11024,12962
142129,11024,26713
55894,11024,274
84912,11024,5530
113690,11024,6744
40378,11025,10020
69542,11025,11623
127154,11025,17832
98487,11025,2733
155325,11025,3300
10959,11025,4140
80526,11026,15566
109328,11026,20983
137800,11026,26714
22269,11026,3960
51495,11026,4062
165552,11026,6273
10961,11027,1527
40380,11027,1578
127156,11027,4067
98489,11027,416
69544,11027,581
155327,11027,6238
17094,11029,213
160686,11029,3858
132759,11029,3967
46338,11029,6045
75379,11029,663
104213,11029,7257
65025,1103,12732
122678,1103,20195
6417,1103,40
35852,1103,7140
150920,1103,7350
93985,1103,9094
45789,11030,10021
132221,11030,11293
74831,11030,15567
103668,11030,1593
16544,11030,4141
160167,11030,902
57390,11031,10022
28172,11031,189
143607,11031,2539
171197,11031,2816
86404,11031,3445
115177,11031,6943
41891,11035,10023
12633,11035,4142
57460,11036,223
28242,11036,3586
171265,11036,3943
86474,11036,417
143676,11036,5894
115246,11036,6751
83442,1104,12733
54422,1104,308
25201,1104,627
112228,1104,6905
109313,11040,12959
137785,11040,15404
80511,11040,15568
22254,11040,1600
51480,11040,5917
165537,11040,6640
85752,11041,15569
114528,11041,21118
56737,11041,2633
142966,11041,26715
27519,11041,300
170574,11041,32466
84525,11042,1717
55507,11042,3380
141744,11042,3788
26288,11042,4143
169379,11042,677
113303,11042,9341
134646,11043,26716
162501,11043,27682
77304,11043,3447
106127,11043,4036
19030,11043,4144
48266,11043,7134
74249,11044,13041
103091,11044,2198
131647,11044,3292
45205,11044,4145
10979,11045,1477
127173,11045,17155
40398,11045,2633
155343,11045,3532
69561,11045,3607
98506,11045,7903
142115,11046,15198
113676,11046,194
84898,11046,3452
26661,11046,669
169740,11046,6904
55880,11046,9547
132284,11049,11187
74894,11049,15570
45852,11049,1800
16607,11049,184
160227,11049,3448
103731,11049,848
52220,1105,19
81245,1105,3728
110045,1105,671
22996,1105,718
166254,1105,7715
138513,1105,904
49912,11051,10024
78945,11051,15571
107760,11051,21119
136253,11051,26717
164068,11051,32467
20683,11051,4146
135938,11052,11778
107439,11052,13109
20357,11052,2097
163761,11052,32468
49587,11052,735
78621,11052,8722
55672,11055,1625
84690,11055,3698
26453,11055,547
113468,11055,7547
141909,11055,9446
51776,11056,10025
109608,11056,1060
165825,11056,24408
22550,11056,4147
138079,11056,5534
80806,11056,9458
113834,11058,15333
85056,11058,15572
169895,11058,32469
26819,11058,3490
56038,11058,69
142273,11058,7746
69575,11059,15573
40412,11059,250
127187,11059,26718
10993,11059,3153
155355,11059,32470
98520,11059,6510
24215,1106,159
139716,1106,23817
167426,1106,29478
53438,1106,356
111256,1106,5333
82462,1106,874
58332,11060,10021
116110,11060,15267
29116,11060,4148
87343,11060,5822
172094,11060,7203
144530,11060,76
56568,11061,1218
85583,11061,1282
170408,11061,1861
27350,11061,3581
114359,11061,3788
142797,11061,6831
162728,11062,15030
106363,11062,20869
19268,11062,2613
77540,11062,2702
134877,11062,326
48503,11062,671
46002,11063,10026
16757,11063,2001
132431,11063,2816
160369,11063,32471
103880,11063,3417
75044,11063,868
10998,11064,109
155360,11064,1216
127192,11064,13665
40417,11064,3065
69580,11064,3390
98525,11064,3856
40418,11065,10027
69581,11065,15574
98526,11065,21120
155361,11065,2598
127193,11065,26719
10999,11065,4149
69582,11066,15575
98527,11066,1688
127194,11066,23488
155362,11066,3896
40419,11066,6962
11000,11066,713
40422,11069,1598
69585,11069,1729
11003,11069,204
127197,11069,26720
98530,11069,7125
155365,11069,864
82085,1107,6933
110881,1107,704
23838,1107,719
53061,1107,775
139344,1107,7750
167064,1107,7972
127198,11070,1225
69586,11070,194
155366,11070,3449
40423,11070,3519
