id,movie_id,actor_id
44966,10076,1
102855,10076,1654
131416,10076,1892
74011,10076,4032
159386,10076,4491
15717,10076,455
24451,10077,1614
139947,10077,17042
111488,10077,1848
167647,10077,20550
82697,10077,3204
53674,10077,3581
97555,10078,1416
68606,10078,15401
154417,10078,32273
10015,10078,3308
126225,10078,5800
39439,10078,8291
39440,10079,1680
10016,10079,503
154418,10079,5232
68607,10079,5531
126226,10079,7746
97556,10079,893
77425,1008,12702
106248,1008,18213
19151,1008,431
48387,1008,676
134764,1008,7319
162616,1008,7339
141386,10081,13059
112941,10081,16949
55140,10081,273
25920,10081,340
169036,10081,3652
84159,10081,709
129437,10084,26540
100860,10084,3418
42945,10084,3511
13691,10084,3922
71998,10084,959
157474,10084,9631
105764,10085,1217
76940,10085,1234
18663,10085,3923
134289,10085,3958
47901,10085,5358
162157,10085,6085
170580,10086,13666
114535,10086,20952
56744,10086,312
27526,10086,522
85759,10086,7097
142972,10086,9530
76128,10087,15402
17848,10087,2373
161398,10087,2466
133495,10087,26541
104958,10087,567
47089,10087,9850
49092,10088,1724
78127,10088,19
163292,10088,3508
19860,10088,713
135452,10088,8831
106947,10088,9530
25616,10089,214
168759,10089,32274
112640,10089,5547
83855,10089,6605
141089,10089,8836
54836,10089,9851
115106,1009,1038
171127,1009,44
57319,1009,6341
28101,1009,668
86333,1009,737
143536,1009,764
97567,10090,20953
154429,10090,20992
10027,10090,3429
126237,10090,713
68618,10090,9461
39451,10090,9533
68619,10091,1121
154430,10091,15439
10028,10091,3663
126238,10091,6840
97568,10091,8861
39452,10091,9852
86384,10094,1001
143587,10094,18291
28152,10094,1900
171177,10094,3908
57370,10094,429
115157,10094,7059
97572,10095,103
154434,10095,2437
68623,10095,3940
39456,10095,5355
10032,10095,600
126242,10095,9676
129320,10096,13183
157358,10096,32275
42826,10096,679
71879,10096,8147
13572,10096,906
100741,10096,9683
97574,10097,1050
39458,10097,2633
68625,10097,3349
154436,10097,3444
10034,10097,3924
126244,10097,5308
78434,10098,15403
107253,10098,20954
135754,10098,26542
49400,10098,312
163584,10098,32276
20169,10098,3925
144028,101,1051
115602,101,17911
171605,101,29142
57818,101,3993
86831,101,5703
28600,101,91
87424,1010,10968
144611,1010,11844
116191,1010,14
58413,1010,1836
172172,1010,22061
29197,1010,273
87440,10101,15404
116207,10101,20955
144627,10101,26543
172188,10101,32277
29213,10101,3926
58429,10101,9853
114108,10102,11053
170161,10102,1649
142547,10102,26544
27096,10102,3571
85331,10102,4158
56315,10102,5800
10041,10104,104
154443,10104,1103
126251,10104,15333
97581,10104,20956
39465,10104,8501
68632,10104,945
138977,10105,11981
81714,10105,15405
23467,10105,1671
110510,10105,20957
166709,10105,32278
52690,10105,915
105753,10106,1561
18652,10106,1934
76929,10106,3065
47890,10106,3482
162146,10106,37
134278,10106,887
142131,10107,11567
84914,10107,15406
113692,10107,20958
169756,10107,32279
26677,10107,3927
55896,10107,9854
73073,10108,12360
158489,10108,1848
14773,10108,3928
130493,10108,5290
44024,10108,7042
101923,10108,862
114265,10109,11842
85489,10109,1593
170315,10109,32280
56473,10109,3318
27255,10109,3668
142703,10109,3780
59672,1011,255
88677,1011,4410
117436,1011,5847
30461,1011,648
1005,1011,669
145843,1011,8633
85224,10111,1053
114001,10111,15426
142440,10111,1900
170056,10111,26658
26989,10111,27
56208,10111,3327
102464,10112,2197
73618,10112,2241
159014,10112,29271
44572,10112,5091
131029,10112,5535
15322,10112,602
85200,10113,15407
170032,10113,22818
142416,10113,26545
56184,10113,3739
113977,10113,3762
26965,10113,3929
68642,10114,15408
97591,10114,20959
10051,10114,3930
126261,10114,4140
154453,10114,6183
39475,10114,9855
71961,10116,2183
13654,10116,2585
129401,10116,2837
157438,10116,32281
42908,10116,3732
100823,10116,7737
97595,10118,20960
154457,10118,32282
126265,10118,3722
68646,10118,5531
39479,10118,666
10055,10118,848
51443,10119,126
137748,10119,17517
165500,10119,32283
22217,10119,3931
109276,10119,5627
80474,10119,7405
29192,1012,1
116186,1012,1509
144606,1012,1985
87419,1012,2642
58408,1012,3487
172167,1012,3645
108091,10120,20961
136582,10120,26546
164386,10120,32284
21018,10120,3932
79280,10120,626
50247,10120,9856
113661,10121,2902
169725,10121,32285
55865,10121,3933
84883,10121,4005
142100,10121,6302
170710,10123,10545
143107,10123,17230
27664,10123,3934
56882,10123,4011
85896,10123,6833
114672,10123,9430
68655,10127,15409
97604,10127,20962
126274,10127,26547
154466,10127,32286
39488,10127,3379
10064,10127,3935
42846,10129,1197
71899,10129,15410
129339,10129,26548
157377,10129,32287
13592,10129,3936
100761,10129,5586
112007,1013,18214
54200,1013,273
83220,1013,4676
24977,1013,670
102037,10130,1643
130606,10130,2613
14888,10130,27
44139,10130,2966
158599,10130,32288
73188,10130,9446
97608,10131,1050
68659,10131,15411
126278,10131,22794
154470,10131,32289
10068,10131,3937
39492,10131,9857
157535,10132,15170
72062,10132,15412
13755,10132,2065
100923,10132,20963
129500,10132,21567
43009,10132,6230
161028,10133,11808
133113,10133,15305
75738,10133,15413
104569,10133,20964
17454,10133,3682
46698,10133,5927
85096,10134,14934
142313,10134,26549
26859,10134,3938
113874,10134,447
56078,10134,9858
76656,10135,13765
18379,10135,1879
161890,10135,19358
105480,10135,5772
134011,10135,5987
47617,10135,966
97613,10136,20965
10073,10136,3844
154474,10136,3917
68664,10136,5714
126283,10136,9403
39497,10136,9859
80564,10138,15414
109366,10138,20966
137838,10138,26550
165589,10138,32290
22308,10138,706
51534,10138,9860
109438,1014,1070
137910,1014,15298
165658,1014,29450
51606,1014,312
22380,1014,54
80636,1014,8501
39501,10141,1459
126287,10141,3384
97617,10141,3516
10077,10141,3668
68668,10141,870
154478,10141,9752
97618,10142,20967
126288,10142,26551
154479,10142,31880
10078,10142,3939
39502,10142,415
68669,10142,8797
16376,10147,1187
74666,10147,15415
103504,10147,18534
132058,10147,26552
45624,10147,6003
160008,10147,6667
126294,10148,10645
68675,10148,15416
97624,10148,20968
154485,10148,32291
10084,10148,3940
39508,10148,9861
114013,10149,1405
56220,10149,169
142452,10149,3380
27001,10149,485
170068,10149,7729
85236,10149,9425
140233,1015,13756
111776,1015,18215
53967,1015,2051
24744,1015,273
167925,1015,29037
82987,1015,5840
10086,10150,1011
68677,10150,1705
126296,10150,26553
154487,10150,32292
39510,10150,787
97626,10150,9828
139057,10153,1103
52772,10153,1519
166786,10153,22694
23549,10153,268
81796,10153,37
110592,10153,6775
154491,10154,18541
97630,10154,20969
126300,10154,26554
39514,10154,3434
10090,10154,3941
68681,10154,7770
97633,10157,20970
126303,10157,2669
10093,10157,321
39517,10157,3586
68684,10157,3982
154494,10157,6261
68686,10159,15417
97635,10159,20971
126305,10159,26555
154496,10159,32293
10095,10159,3942
39519,10159,9862
139971,1016,14934
111512,1016,3841
82721,1016,3929
53698,1016,3934
167669,1016,5048
24475,1016,671
73996,10160,1691
131402,10160,23534
159373,10160,3888
44951,10160,5242
102841,10160,5419
15702,10160,906
169380,10162,1083
113304,10162,1285
84526,10162,3973
141745,10162,5238
26289,10162,608
55508,10162,692
169364,10163,32294
84509,10163,3629
26272,10163,3943
113287,10163,4550
141728,10163,5611
55491,10163,9863
72387,10164,15418
129822,10164,1826
101246,10164,20972
14080,10164,2134
43334,10164,2746
157850,10164,32295
10103,10167,1123
126313,10167,26556
97643,10167,3474
68694,10167,466
154504,10167,495
39527,10167,7047
97644,10168,13179
126314,10168,15333
68695,10168,15419
154505,10168,3563
10104,10168,3944
39528,10168,4061
156817,10169,1019
128764,10169,1123
100184,10169,120
42263,10169,884
13008,10169,913
71320,10169,945
41637,1017,10757
84812,1017,12703
113590,1017,18216
142029,1017,23789
169655,1017,29451
12346,1017,4982
55794,1017,5446
26575,1017,672
135253,10171,15210
77925,10171,15420
106746,10171,20973
19656,10171,3945
163096,10171,632
48890,10171,6647
154509,10172,20329
68699,10172,3766
97648,10172,7319
39532,10172,9
126318,10172,9462
10108,10172,963
15348,10173,1916
102490,10173,20974
73644,10173,2568
131054,10173,26557
159036,10173,32296
44598,10173,5807
10112,10176,1415
97652,10176,15086
126322,10176,26558
154513,10176,32297
39536,10176,3331
68703,10176,9396
85852,10177,1096
56838,10177,1636
27620,10177,189
143063,10177,1934
170670,10177,4081
114628,10177,7591
39538,10178,196
97654,10178,20975
126324,10178,26559
10114,10178,429
68705,10178,47
154515,10178,8869
124725,1018,23790
152947,1018,4074
67091,1018,4128
96045,1018,5625
8492,1018,673
37921,1018,7115
86167,10180,14934
170966,10180,26079
27935,10180,3302
143372,10180,3853
114941,10180,491
57153,10180,9864
104564,10185,20976
161024,10185,22832
17449,10185,495
133108,10185,6634
46693,10185,7147
75733,10185,9530
68713,10186,15421
97662,10186,20977
126332,10186,26560
154523,10186,32298
10122,10186,484
39546,10186,6287
126334,10188,20970
154525,10188,32299
68715,10188,3903
10124,10188,3946
39548,10188,4002
97664,10188,401
154526,10189,11653
126335,10189,26561
39549,10189,3869
10125,10189,3947
68716,10189,5265
97665,10189,7746
91940,1019,11124
120665,1019,13253
148980,1019,24314
33775,1019,3192
4331,1019,43
62966,1019,7394
154529,10192,11107
85613,10192,1303
170438,10192,13303
27380,10192,1439
126338,10192,14939
68719,10192,15234
97668,10192,204
10128,10192,2396
142827,10192,3702
39552,10192,3939
114389,10192,9205
56598,10192,9673
97670,10194,1099
154530,10194,121
10130,10194,397
39554,10194,549
126340,10194,5703
68721,10194,598
154531,10195,11020
126341,10195,26562
97671,10195,274
10131,10195,3475
39555,10195,898
68722,10195,9460
114450,10196,17270
142888,10196,26563
56659,10196,3657
27441,10196,3948
170497,10196,543
85674,10196,9716
84717,10197,15422
113495,10197,20978
141936,10197,26564
169566,10197,32300
26480,10197,3949
55699,10197,9865
55387,10198,188
26168,10198,3802
141627,10198,5478
169264,10198,671
113185,10198,8055
84406,10198,8869
68726,10199,12922
97675,10199,14940
10135,10199,2405
126345,10199,6015
154535,10199,9833
39559,10199,9866
58775,102,12431
144970,102,1301
87785,102,17912
116551,102,23510
29560,102,6807
101,102,92
115638,1020,277
171638,1020,340
86867,1020,3893
144064,1020,4006
28637,1020,674
57854,1020,872
75643,10200,15423
104475,10200,20979
160939,10200,32301
17359,10200,3950
133020,10200,8718
46603,10200,9867
81453,10203,1667
166454,10203,28647
110253,10203,3380
23206,10203,3495
138720,10203,3550
52429,10203,6364
68731,10204,1079
97680,10204,15267
126350,10204,26565
154540,10204,3447
39564,10204,5528
10140,10204,963
70671,10205,15425
128173,10205,26566
99563,10205,2672
156262,10205,32303
12289,10205,3952
41585,10205,9869
126352,10206,12544
97682,10206,15004
154542,10206,32304
10142,10206,3506
39566,10206,5236
68733,10206,5786
68734,10207,15426
97683,10207,16522
154543,10207,32305
10143,10207,3953
126353,10207,6671
39567,10207,9870
46187,10208,1090
104064,10208,1136
75229,10208,1445
16943,10208,3715
160546,10208,4729
132613,10208,666
85870,10209,15427
53413,10209,2038
114646,10209,20980
167401,10209,2480
143081,10209,26567
170686,10209,32306
111231,10209,328
82437,10209,3341
27638,10209,3490
24190,10209,350
139691,10209,5995
56856,10209,9871
137109,1021,1003
108623,1021,12102
79816,1021,12704
164888,1021,18422
50783,1021,230
21556,1021,675
68738,10211,1094
126357,10211,16941
10147,10211,213
39571,10211,2546
154547,10211,32307
97687,10211,3550
171452,10212,12689
86671,10212,3004
28439,10212,3149
115442,10212,366
57657,10212,520
143869,10212,6647
110074,10213,1210
81274,10213,15428
138541,10213,21576
23026,10213,3954
166282,10213,6880
52249,10213,9872
10151,10215,1103
97691,10215,12349
126361,10215,26568
154551,10215,32308
39575,10215,3453
68742,10215,676
77323,10216,15429
106146,10216,20981
134665,10216,26569
162520,10216,32309
19049,10216,3955
48285,10216,9873
97694,10218,16949
126364,10218,24425
39578,10218,3561
10154,10218,601
68745,10218,7456
154554,10218,9555
82716,10219,15430
111507,10219,20982
24470,10219,317
139966,10219,5746
167665,10219,9446
53693,10219,9550
74213,1022,1156
159582,1022,1953
45169,1022,281
103057,1022,480
131613,1022,5893
15920,1022,676
101074,10224,13652
129650,10224,14206
72213,10224,15431
13906,10224,1926
157681,10224,25297
43160,10224,8136
102785,10225,16542
159320,10225,16730
44895,10225,1751
131347,10225,17571
15646,10225,2927
73940,10225,910
26199,10227,1605
169294,10227,32310
84436,10227,516
55418,10227,6650
113215,10227,6935
141657,10227,9584
97704,10228,13361
68755,10228,15432
126374,10228,26570
154563,10228,32311
10164,10228,3956
39588,10228,9874
88689,1023,18217
117447,1023,23791
145854,1023,29452
59684,1023,3398
1017,1023,677
30473,1023,7116
136600,10231,14935
79298,10231,177
21036,10231,3187
164403,10231,32312
108109,10231,490
50265,10231,9875
101282,10232,1050
129858,10232,12111
14116,10232,3957
72423,10232,5260
43370,10232,5542
157886,10232,9071
68760,10233,15433
126379,10233,26571
154567,10233,32313
39593,10233,3372
10169,10233,3958
97709,10233,8980
129462,10234,3149
157498,10234,3479
42970,10234,3585
100885,10234,366
13716,10234,3959
72023,10234,5482
113801,10235,1552
85023,10235,1812
169862,10235,23943
56005,10235,2546
142240,10235,3885
26786,10235,815
107204,10239,103
78385,10239,2005
135705,10239,2886
163538,10239,32314
49351,10239,585
20120,10239,797
47355,1024,1111
76394,1024,12705
105222,1024,18218
161647,1024,29453
133756,1024,3090
18114,1024,9
81324,10242,15434
166331,10242,15566
110124,10242,20983
138591,10242,24990
23076,10242,3960
52299,10242,4062
47970,10244,2521
18733,10244,3961
71625,10246,1259
42570,10246,2707
13315,10246,3962
39607,10247,132
126391,10247,142
97721,10247,351
68773,10247,495
154579,10247,5286
10183,10247,585
141775,10248,12357
26319,10248,231
84556,10248,396
55538,10248,501
169408,10248,7403
113334,10248,949
85349,10249,15435
27114,10249,3963
56333,10249,9876
115801,1025,12678
87030,1025,12706
171794,1025,21223
144227,1025,624
28800,1025,678
58017,1025,7117
126393,10250,20932
154581,10250,3500
97723,10250,5451
68776,10250,5748
39610,10250,647
10186,10250,822
68781,10255,10042
126398,10255,24473
39615,10255,489
10191,10255,736
97728,10255,9530
154586,10255,9978
80494,10256,1063
109296,10256,20984
137768,10256,2480
165520,10256,32315
22237,10256,333
51463,10256,9877
28860,10257,172
115861,10257,20985
144286,10257,26572
171852,10257,32316
87090,10257,3471
58077,10257,884
68784,10258,15436
126401,10258,20522
154589,10258,2816
10194,10258,3964
39618,10258,5246
97731,10258,580
68785,10259,15437
97732,10259,20986
126402,10259,26573
154590,10259,32317
10195,10259,3965
39619,10259,9878
90803,1026,1183
119550,1026,23792
32599,1026,3586
147914,1026,5894
3145,1026,679
61805,1026,872
126404,10261,15333
154592,10261,2932
68787,10261,3650
39621,10261,4070
10197,10261,452
97734,10261,8141
97735,10262,17670
154593,10262,32318
10198,10262,3966
68788,10262,509
39622,10262,575
126405,10262,953
154594,10263,32319
97736,10263,3960
10199,10263,3967
126406,10263,7138
68789,10263,776
39623,10263,9879
76348,10266,1312
161603,10266,24433
18068,10266,3968
133711,10266,9608
47309,10266,9880
105176,10266,9943
27450,10267,1074
170506,10267,13422
56668,10267,1747
85683,10267,315
114459,10267,5456
142897,10267,7431
100867,10268,2251
157481,10268,26574
42952,10268,3612
13698,10268,3969
154599,10268,6050
72005,10268,9928
24810,10269,1009
83053,10269,1152
167988,10269,3549
140298,10269,3564
111841,10269,3858
54033,10269,9881
81129,1027,12707
109930,1027,18219
138398,1027,23793
166139,1027,29454
22878,1027,680
52103,1027,7118
10206,10270,1424
68796,10270,15438
126413,10270,26353
154601,10270,32320
39630,10270,3834
97743,10270,763
74717,10271,15439
103554,10271,20987
16429,10271,294
45675,10271,6224
160056,10271,7113
132107,10271,9602
76548,10272,13690
105374,10272,20988
133908,10272,26575
161792,10272,32321
18270,10272,3970
47509,10272,9882
106693,10274,18344
135203,10274,26576
163047,10274,32322
19602,10274,3971
77871,10274,4560
48836,10274,708
158732,10275,32323
15026,10275,3972
130741,10275,5460
73324,10275,8415
102173,10275,9470
44277,10275,9883
26284,10276,1143
113299,10276,15299
84521,10276,15440
141740,10276,17574
55503,10276,2283
169375,10276,3946
86691,10277,15441
143889,10277,321
171470,10277,3488
57677,10277,52
115462,10277,5358
28459,10277,647
84629,10278,1329
141848,10278,1907
113407,10278,5241
55611,10278,7444
169479,10278,833
26392,10278,912
68805,10279,15149
154610,10279,1659
97752,10279,20989
10215,10279,294
126422,10279,6085
39639,10279,9884
112799,1028,12199
54996,1028,158
168904,1028,17188
145859,1028,17336
117452,1028,23794
25776,1028,273
84015,1028,2786
88694,1028,294
1022,1028,309
30478,1028,4560
141247,1028,737
59689,1028,895
28681,10280,104
144108,10280,217
57898,10280,2413
115682,10280,3354
171679,10280,3427
86911,10280,857
39641,10281,194
154612,10281,3715
126424,10281,3768
10217,10281,631
68807,10281,817
97754,10281,9403
97757,10284,12197
68810,10284,286
154615,10284,32324
10220,10284,3426
126427,10284,9426
39644,10284,9885
68811,10285,15442
10221,10285,1892
154616,10285,20750
97758,10285,20990
126428,10285,26577
39645,10285,9649
131050,10288,15299
56955,10288,1894
102486,10288,20991
143179,10288,29081
44594,10288,303
85969,10288,320
159032,10288,5441
114744,10288,5456
170779,10288,5703
27737,10288,590
15344,10288,779
73640,10288,817
73654,1029,12708
102500,1029,18220
131064,1029,23795
159044,1029,3723
15358,1029,681
44608,1029,7119
26258,10292,1218
141714,10292,14987
113273,10292,2403
84495,10292,832
55477,10292,960
169350,10292,9639
109416,10293,11855
80614,10293,15111
22358,10293,224
137888,10293,26578
165636,10293,32325
51584,10293,9886
159136,10294,11655
44707,10294,205
102598,10294,20992
131160,10294,26579
15457,10294,3793
73752,10294,5503
68821,10295,15443
97768,10295,20993
126438,10295,26580
154626,10295,32326
10231,10295,3590
39655,10295,9887
106752,10296,1290
48896,10296,1636
77931,10296,22
135259,10296,3708
19662,10296,520
163102,10296,693
39657,10297,1559
154628,10297,32327
126440,10297,3650
97770,10297,6195
68823,10297,6432
10233,10297,936
139495,103,11396
82240,103,1279
167212,103,12846
53216,103,468
111035,103,6221
23993,103,93
85335,1030,12709
114112,1030,1943
56319,1030,2039
142551,1030,23796
170165,1030,29455
27100,1030,65
169795,10301,12050
84954,10301,1812
113732,10301,2565
26717,10301,3973
142171,10301,5529
55936,10301,590
97775,10302,14558
126445,10302,25670
39662,10302,2999
68828,10302,3065
10238,10302,3162
154633,10302,335
86037,10303,15444
114812,10303,20994
143245,10303,26581
170843,10303,32328
27805,10303,3974
57023,10303,9888
71504,10304,15445
100367,10304,20995
128946,10304,26582
156995,10304,32329
13193,10304,3975
42448,10304,9889
15361,10305,1471
159047,10305,21061
131067,10305,26583
44611,10305,3309
102503,10305,3765
73657,10305,9673
111217,10306,20996
167387,10306,3182
82423,10306,3421
24176,10306,3976
139677,10306,5995
53399,10306,6238
86476,1031,12710
115248,1031,18221
143678,1031,2413
171267,1031,3080
28244,1031,682
57462,1031,7120
97785,10312,12351
126455,10312,20840
10248,10312,294
68838,10312,3628
154643,10312,6136
39672,10312,6833
80730,10313,15446
109532,10313,20997
165749,10313,22188
22474,10313,3560
138003,10313,6719
51700,10313,9890
154645,10314,32330
126457,10314,3494
68840,10314,3708
10250,10314,74
39674,10314,7815
97787,10314,908
154648,10317,15374
68843,10317,15447
97790,10317,16808
126460,10317,20698
10253,10317,3977
39677,10317,9891
39678,10318,1362
126461,10318,277
97791,10318,3448
68844,10318,49
154649,10318,768
10254,10318,815
10255,10319,1415
97792,10319,15086
126462,10319,20636
68845,10319,3331
154650,10319,3773
39679,10319,4040
87314,1032,12711
144501,1032,21914
172065,1032,29456
116081,1032,416
58302,1032,6766
29086,1032,683
68846,10320,1110
154651,10320,32331
10256,10320,3471
97793,10320,3571
39680,10320,3922
126463,10320,6564
142512,10321,13101
114073,10321,1460
56280,10321,1801
85296,10321,1927
27061,10321,2140
170126,10321,32332
169424,10322,1311
141792,10322,15350
84573,10322,15448
26336,10322,1751
55555,10322,3766
113351,10322,5982
17478,10323,126
104593,10323,1441
161051,10323,32333
133137,10323,5417
75762,10323,633
46722,10323,9892
142732,10324,1337
170344,10324,3598
56502,10324,3973
27284,10324,402
114294,10324,429
85518,10324,556
108969,10326,10418
137446,10326,23186
21905,10326,273
165215,10326,32334
51132,10326,5985
80164,10326,7491
10263,10327,1143
68853,10327,15449
126470,10327,26584
154657,10327,32335
97800,10327,5800
39687,10327,9893
39688,10328,1677
126471,10328,26585
10264,10328,3690
68854,10328,5921
97801,10328,6186
154658,10328,9905
27254,10329,2642
170314,10329,3345
56472,10329,4040
142702,10329,5542
114264,10329,6175
85488,10329,7817
80703,1033,12712
109505,1033,12830
137977,1033,23797
165723,1033,29457
51673,1033,2986
22447,1033,684
56625,10331,1405
85640,10331,15450
142854,10331,23473
170464,10331,32336
114416,10331,3945
27407,10331,3978
68858,10332,15451
97805,10332,20998
126475,10332,26586
10268,10332,3979
154662,10332,4833
39692,10332,9699
68859,10333,15452
97806,10333,20999
126476,10333,26587
154663,10333,32337
10269,10333,3980
39693,10333,5500
26443,10334,1259
169530,10334,1983
55662,10334,2211
113458,10334,579
141899,10334,6937
84680,10334,7473
97808,10335,21000
126478,10335,26588
68861,10335,4081
10271,10335,454
39695,10335,567
154665,10335,9490
26818,10337,120
142272,10337,14954
169894,10337,22469
85055,10337,2378
113833,10337,5867
56037,10337,9894
154668,10338,14467
97811,10338,15356
39698,10338,2367
126481,10338,26589
10274,10338,3981
68864,10338,9550
68865,10339,15453
126482,10339,4021
10275,10339,437
97812,10339,5469
39699,10339,7030
154669,10339,7645
84168,1034,1026
112950,1034,14952
25929,1034,177
141394,1034,23798
169043,1034,29458
55149,1034,3983
142376,10340,26590
169992,10340,32338
26924,10340,3982
113937,10340,5250
85160,10340,6048
56143,10340,6788
162125,10343,15142
18630,10343,200
105731,10343,21001
